,Source,Time Stamp,Tweet Text,Compound Score,Positive Score,Neutral Score,Negative Score
144,CBSNews,Wed Aug 01 13:49:31 +0000 2018,"A Canadian junior hockey player who survived a bus crash that killed 16 people, including many of his teammates, is… https://t.co/VNKG3sVwML",-0.5994,0.125,0.604,0.272
145,CBSNews,Wed Aug 01 13:35:20 +0000 2018,"It's been a rough few days for big-cap technology stocks, but strong results from Apple on Tuesday pushed the stock… https://t.co/AfIhJIomtE",0.6652,0.19,0.81,0.0
146,CBSNews,Wed Aug 01 13:20:27 +0000 2018,HEARTWARMING: This grocery store employee helped an autistic teen and is being praised for making his dreams come t… https://t.co/IDL6k9f0FZ,0.8668,0.364,0.636,0.0
147,CBSNews,Wed Aug 01 12:59:39 +0000 2018,A former Playboy model who claims to have had an affair with a top fundraiser for President Trump wants him to pay… https://t.co/fpY21NWEWp,0.2023,0.083,0.917,0.0
148,CBSNews,Wed Aug 01 12:39:43 +0000 2018,Thieves make motorboat getaway with Swedish crown jewels https://t.co/LJywUWpIRg https://t.co/OhTlfiL4MI,-0.0772,0.21,0.559,0.231
149,CBSNews,Wed Aug 01 12:19:38 +0000 2018,"Thurman Blevins' family calls officers' account ""untrue"" and vows third-party investigation https://t.co/6c1qgfZCzU https://t.co/UVvT9sTitF",0.0,0.0,1.0,0.0
150,CBSNews,Wed Aug 01 12:09:53 +0000 2018,"3D-printed gun blueprint maker Cody Wilson: ""I think access to the firearm is a fundamental human dignity. It's a f… https://t.co/fGjfAhFU2O",0.0772,0.122,0.769,0.109
151,CBSNews,Wed Aug 01 12:09:30 +0000 2018,"RT @CBSThisMorning: ""The guns are downloadable. The files are in the public domain you cannot take them back you can adjust your politics t…",0.0,0.0,1.0,0.0
152,CBSNews,Wed Aug 01 12:09:25 +0000 2018,RT @CBSThisMorning: .@Radomysisky argues it's impossible to police 3D-gun tech and believes he has a free speech right to publish the desig…,0.1779,0.133,0.763,0.104
153,CBSNews,Wed Aug 01 12:09:21 +0000 2018,"RT @CBSThisMorning: ""There is nothing good that can come with Defense Distributed uploading these files.""  -- Po Murray, chairwoman of @New…",-0.6711,0.059,0.706,0.235
154,CBSNews,Wed Aug 01 12:02:43 +0000 2018,"RT @CBSThisMorning: ""What I'm doing is legally protected... I will go to the appellate level, I will go to the Supreme Court. I will waste…",0.6124,0.2,0.8,0.0
155,CBSNews,Wed Aug 01 12:00:23 +0000 2018,"""Traumatic"" or ""summer camp""? Officials offer different views on family separation: https://t.co/uYLxF37pCd https://t.co/1hKhCC8uyW",0.0,0.0,1.0,0.0
156,CBSNews,Wed Aug 01 11:53:56 +0000 2018,"RT @CBSThisMorning: ""I believe that I am championing the second amendment in the 21st century."" -- @Radomysisky 

You think that's good for…",0.6908,0.231,0.769,0.0
157,CBSNews,Wed Aug 01 11:47:40 +0000 2018,"RT @CBSThisMorning: A federal judge is temporarily blocking a gun rights organization from publishing blueprints for 3D-printed guns.

In a…",-0.6124,0.0,0.762,0.238
158,CBSNews,Wed Aug 01 11:40:12 +0000 2018,"President Trump says the time has come for voter ID requirements because if ""you want to buy groceries you need a p… https://t.co/uU6ym9Pemu",0.0772,0.058,0.942,0.0
159,CBSNews,Wed Aug 01 11:19:47 +0000 2018,Aeroméxico Flight 2431 was carrying 99 passengers and four crew members when it went down in northern Mexico and bu… https://t.co/azel346Hki,0.0,0.0,1.0,0.0
160,CBSNews,Wed Aug 01 10:59:33 +0000 2018,"Top Putin foe ramps up ""Dossier"" project to spill Russians' secrets https://t.co/9YAvs2hxpA https://t.co/1CQDwDSQZN",-0.2732,0.115,0.701,0.185
161,CBSNews,Wed Aug 01 10:45:25 +0000 2018,"One day after actor @AlanAlda revealed his Parkinson's diagnosis on @CBSThisMorning, we'll get an update on the eff… https://t.co/5eMWbIKnnM",0.0,0.0,1.0,0.0
162,CBSNews,Wed Aug 01 10:39:55 +0000 2018,Korean War remains to head for Hawaii after repatriation ceremony https://t.co/bspKk5NHUX https://t.co/GNUZEk2Vck,-0.5994,0.0,0.738,0.262
163,CBSNews,Wed Aug 01 10:29:52 +0000 2018,AHEAD on @CBSThisMorning: We'll talk to former CIA insider @MichaelJMorell about a new coordinated campaign on Face… https://t.co/50HVbHd3li,0.0,0.0,1.0,0.0
164,CBSNews,Wed Aug 01 10:28:38 +0000 2018,"RT @CBSThisMorning: THIS MORNING: 
🔜@michaeljmorell on Facebook's discovery of fake accounts 
🔜@michaeljfoxorg's @racheldolhunmd discusses…",-0.4767,0.0,0.807,0.193
165,CBSNews,Wed Aug 01 10:19:52 +0000 2018,Washington @Nationals set team scoring record after beating the New York @Mets by 21 runs Tuesday night… https://t.co/HAnts6FENT,-0.4588,0.0,0.85,0.15
166,CBSNews,Wed Aug 01 10:15:33 +0000 2018,A federal judge issued a temporary restraining order to block access to the 10 blueprints that detail how to make 3… https://t.co/7CV5C0xk5e,-0.4404,0.0,0.868,0.132
167,CBSNews,Wed Aug 01 10:03:03 +0000 2018,U.S. military boosts troop security after deadly Niger ambush https://t.co/LtrpdNzcPR https://t.co/InS4NNPuoY,0.5719,0.343,0.657,0.0
168,CBSNews,Wed Aug 01 09:48:04 +0000 2018,"Young cancer patient goes viral with ""In My Feelings"" dance video https://t.co/iJWMPdwcaY https://t.co/WpkTN4wTwC",-0.6597,0.0,0.732,0.268
169,CBSNews,Wed Aug 01 09:39:06 +0000 2018,Bugs and bark help Boy Scout survive nearly 37 hours alone in Wyoming wilderness https://t.co/OXY1haMaPg https://t.co/D5e0o6MRnd,0.1779,0.144,0.749,0.107
170,CBSNews,Wed Aug 01 09:32:04 +0000 2018,Chipotle reopens Ohio eatery possibly linked to illnesses https://t.co/BF7LqeziN6 https://t.co/SF8kdX0Ae1,-0.4939,0.0,0.738,0.262
171,CBSNews,Wed Aug 01 09:18:03 +0000 2018,Rihanna becomes first black woman to grace cover of British Vogue's September issue https://t.co/EJfNGnM2eH https://t.co/DGvILpf04Y,0.4215,0.167,0.833,0.0
172,CBSNews,Wed Aug 01 09:03:03 +0000 2018,MoviePass outages send stock plunging https://t.co/2vtBlNGSmJ https://t.co/tE0qOEeMfP,0.0,0.0,1.0,0.0
173,CBSNews,Wed Aug 01 08:54:06 +0000 2018,Korean War remains to head for Hawaii after repatriation ceremony https://t.co/oPIF5PqC8l https://t.co/uH7LTrP3g7,-0.5994,0.0,0.738,0.262
174,CBSNews,Wed Aug 01 08:48:03 +0000 2018,"ISIS claims attack on cyclists in Tajikistan, releases video of purported cell https://t.co/YyFe7WmoPI https://t.co/kJGKlLxWep",-0.4767,0.0,0.807,0.193
175,CBSNews,Wed Aug 01 08:33:03 +0000 2018,Vogue reportedly gave Beyoncé editorial control of September cover and feature https://t.co/PSTTgVVJYQ https://t.co/szUBw2SGCy,0.0,0.0,1.0,0.0
176,CBSNews,Wed Aug 01 08:18:03 +0000 2018,Upstate New York couple married for 78 years dies 2 days apart https://t.co/1LxmWrbhBV https://t.co/FkeZTaTMFy,0.0,0.0,1.0,0.0
177,CBSNews,Wed Aug 01 08:03:03 +0000 2018,"What to know about Ron DeSantis, GOP Florida gubernatorial candidate https://t.co/8vZPwLKKo9 https://t.co/uibBxdroiX",0.0,0.0,1.0,0.0
178,CBSNews,Wed Aug 01 07:48:03 +0000 2018,"Wraps and salads sold at Kroger, Trader Joe's recalled due to parasite concern https://t.co/YTssU6gyZR https://t.co/7WiASGIylx",0.0,0.0,1.0,0.0
179,CBSNews,Wed Aug 01 07:33:04 +0000 2018,"Iowa teen seriously hurt in ""Kiki"" challenge gone wrong https://t.co/YLl8ggmDsj https://t.co/SwNxTtBj2D",-0.7845,0.079,0.424,0.497
180,CBSNews,Wed Aug 01 07:18:04 +0000 2018,Kroger threatens to ban Visa cards https://t.co/L5I1I0hmgK https://t.co/ZzUrK4HFEg,-0.7351,0.0,0.492,0.508
181,CBSNews,Wed Aug 01 07:03:03 +0000 2018,John Kelly expected to stay through 2020 https://t.co/FCfAhzk27O https://t.co/Wsp8OOEEiI,0.0,0.0,1.0,0.0
182,CBSNews,Wed Aug 01 06:48:05 +0000 2018,Dozens of investigators chasing hundreds of leads in search for missing Iowa student https://t.co/PzlTsshC7s https://t.co/xgUwtGOOTg,-0.296,0.0,0.864,0.136
183,CBSNews,Wed Aug 01 06:33:04 +0000 2018,Pediatrician charged with being serial child sex abuser https://t.co/TuIswk3AMa https://t.co/LtkgDgNbjE,-0.6597,0.0,0.597,0.403
184,CBSNews,Wed Aug 01 06:18:05 +0000 2018,"Dwayne ""The Rock"" Johnson surprises stunt double with major gift, bringing the man to tears https://t.co/bigqjV7vx9 https://t.co/m5SCSlEVZ8",0.4404,0.232,0.676,0.092
185,CBSNews,Wed Aug 01 06:03:03 +0000 2018,Apple stock rises to all-time high after hours on earnings report https://t.co/8cAIDyNO46 https://t.co/a1j6TLAJGe,0.0,0.0,1.0,0.0
186,CBSNews,Wed Aug 01 05:48:04 +0000 2018,"More Americans are forced to ""reside"" in their vehicles https://t.co/t8PNbSzjEG https://t.co/ojonBbG1nH",-0.5046,0.0,0.754,0.246
187,CBSNews,Wed Aug 01 05:33:03 +0000 2018,Apparent custody battle sparked murder-suicide that left 4 dead in Queens https://t.co/BkBoe9xQg1 https://t.co/5GeUfuKqbr,-0.7845,0.0,0.592,0.408
188,CBSNews,Wed Aug 01 05:18:04 +0000 2018,"Alan Alda reveals he has Parkinson's disease: ""I'm not angry"" https://t.co/9N0owUONkn https://t.co/i30GHKhT1L",0.4023,0.197,0.803,0.0
189,CBSNews,Wed Aug 01 05:03:04 +0000 2018,At least 20 missing in California wildfire with thousands more evacuated https://t.co/vpFoSQaliH https://t.co/0lb7ED9zrt,-0.296,0.0,0.845,0.155
190,CBSNews,Wed Aug 01 04:48:05 +0000 2018,From rigs to reefs: Researchers encourage authorities to rethink oil rig removal https://t.co/GT1DdKHnQE https://t.co/PsgH2DeTCu,0.4215,0.196,0.714,0.089
191,CBSNews,Wed Aug 01 04:33:03 +0000 2018,"Trump says he ""spoke to NRA"" about 3D plastic guns https://t.co/q0JAGcQTAL https://t.co/968u59vnUD",0.0,0.0,1.0,0.0
192,CBSNews,Wed Aug 01 04:18:04 +0000 2018,A favorite Warren Buffett stock market metric is at all-time high https://t.co/pDZeVjec4s https://t.co/jOV6ItZ4p5,0.4588,0.214,0.786,0.0
193,CBSNews,Wed Aug 01 04:03:03 +0000 2018,Upstate New York couple married for 78 years dies 2 days apart https://t.co/6GnJ75CYXM https://t.co/4ARXkY6gIh,0.0,0.0,1.0,0.0
194,CBSNews,Wed Aug 01 03:48:03 +0000 2018,"Nationals set team scoring record, top Mets by 21 runs https://t.co/uRq1bKUSJc https://t.co/kxvED4wuIo",0.2023,0.141,0.859,0.0
195,CBSNews,Wed Aug 01 03:43:16 +0000 2018,N.Y. Gov. offers to pay fees for 7-year-old's lemonade stand shut down by state health inspector… https://t.co/STcoub8VPp,-0.1027,0.0,0.92,0.08
196,CBSNews,Wed Aug 01 03:32:04 +0000 2018,"Nationals set team scoring record, top Mets by 21 runs https://t.co/opMrZLGko1 https://t.co/V6sfVCxf6u",0.2023,0.141,0.859,0.0
197,CBSNews,Wed Aug 01 03:18:04 +0000 2018,"LAPD releases video of officers shooting, killing hostage during standoff https://t.co/UaD6MP7iiE https://t.co/mBnR65JtKN",-0.6597,0.0,0.714,0.286
198,CBSNews,Wed Aug 01 03:10:06 +0000 2018,N.Y. Gov. offers to pay fees for 7-year-old's lemonade stand shut down by state health inspector… https://t.co/EUCgOCGOi4,-0.1027,0.0,0.92,0.08
199,CBSNews,Wed Aug 01 03:03:03 +0000 2018,Kroger threatens to ban Visa cards https://t.co/3jTGsfdb9P https://t.co/o1HxBxjDk3,-0.7351,0.0,0.492,0.508
200,CNN,Wed Aug 01 22:06:19 +0000 2018,New cluster of Ebola virus cases detected in the Democratic Republic of Congo a week after the government declared… https://t.co/jtp0cFNFCK,0.0,0.0,1.0,0.0
201,CNN,Wed Aug 01 22:01:12 +0000 2018,Republican senators say President Trump can't ask Attorney General Jeff Sessions to end the Mueller probe… https://t.co/7oVVoEGaDO,0.0,0.0,1.0,0.0
202,CNN,Wed Aug 01 21:51:09 +0000 2018,The acting chief of the EPA Andrew Wheeler starts a new relationship between Capitol Hill and his agency… https://t.co/XOBBqQuv4Z,0.0,0.0,1.0,0.0
203,CNN,Wed Aug 01 21:43:17 +0000 2018,RT @CNNSitRoom: President Trump tweets that Sessions should stop the Mueller investigation “right now”. Is that an obstruction of justice?…,-0.296,0.0,0.896,0.104
204,CNN,Wed Aug 01 21:41:04 +0000 2018,Two women were found unresponsive in a car along with the likely culprit -- four coolers of dry ice -- Friday morni… https://t.co/UssOcJzUdN,0.0,0.0,1.0,0.0
205,CNN,Wed Aug 01 21:29:45 +0000 2018,Justice Ginsburg: The 'liberal lion' we need right now | By Brenda Feigen via @CNNOpinion https://t.co/cIdbCOCCOs https://t.co/roLLpkshfS,0.5267,0.185,0.815,0.0
206,CNN,Wed Aug 01 21:23:37 +0000 2018,A man whose mother died during surgery 20 years ago is the suspect in the fatal shooting of a prominent Houston car… https://t.co/TZ34zMXDn5,-0.7906,0.08,0.594,0.325
207,CNN,Wed Aug 01 21:10:09 +0000 2018,"Thousands of supporters gathered in Kinshasa, capital of the Democratic Republic of Congo, to welcome former warlor… https://t.co/gIYCgkk09b",0.7096,0.269,0.731,0.0
208,CNN,Wed Aug 01 21:08:09 +0000 2018,"Livestreaming is a multibillion dollar industry in China, where the top streamers can make over $100,000 a month. W… https://t.co/k58cmDAUvf",0.2023,0.096,0.904,0.0
209,CNN,Wed Aug 01 21:04:31 +0000 2018,Tesla just reported that it lost more than $717 million in the second quarter -- the biggest quarterly loss in its… https://t.co/I4XEUcnXBx,-0.5574,0.0,0.813,0.187
210,CNN,Wed Aug 01 21:00:08 +0000 2018,Caesar's stock plunged as much as 24% on worries about Vegas hotel bookings https://t.co/sGBVAKD7lx https://t.co/e8Q47gbz7b,-0.4215,0.0,0.833,0.167
211,CNN,Wed Aug 01 20:48:38 +0000 2018,The Trump administration is considering increasing to 25% the rate of proposed tariffs on an additional $200 billio… https://t.co/UapHHFFpeg,0.0,0.0,1.0,0.0
212,CNN,Wed Aug 01 20:44:35 +0000 2018,RT @TheLeadCNN: President Trump is escalating his attacks on the Russia investigation; going even further in his calls to shut down a law e…,-0.4404,0.0,0.884,0.116
213,CNN,Wed Aug 01 20:40:09 +0000 2018,"Champion is phasing out an exclusive line at Target, and Wall Street isn't pleased https://t.co/AawlZvaNd6 https://t.co/2pasvZwbTM",0.4577,0.26,0.625,0.116
214,CNN,Wed Aug 01 20:25:00 +0000 2018,"""We believe that the investigation should be brought to a close. … Put up or shut up, what do you got?"" President T… https://t.co/5RZyJEqGZv",0.0,0.0,1.0,0.0
215,CNN,Wed Aug 01 20:20:08 +0000 2018,"Her face has appeared in McDonald's ads in China, India and South Korea, on a French dating website and in a promot… https://t.co/sgVDEwOhvx",0.0,0.0,1.0,0.0
216,CNN,Wed Aug 01 20:15:51 +0000 2018,"RT @CNNMoney: The Dow fell 79 points and the S&amp;P 500 fell 0.1%. The Nasdaq was up nearly 0.5%, boosted by Apple’s 5% gain. Apple ended the…",0.7096,0.191,0.809,0.0
217,CNN,Wed Aug 01 20:15:07 +0000 2018,"A top consultant and spokesman for Corey Stewart, the Republican nominee for US Senate in Virginia, has used the te… https://t.co/l5lVA3Mgg3",0.2023,0.087,0.913,0.0
218,CNN,Wed Aug 01 20:10:37 +0000 2018,"RT @CNNPolitics: “He did not collude. There is no evidence he colluded. But in the alternative, collusion is not a crime,” Giuliani said, r…",-0.296,0.0,0.909,0.091
219,CNN,Wed Aug 01 20:10:08 +0000 2018,Three alleged members of an international hacking group have been arrested for cybercrimes targeting over 100 retai… https://t.co/PbpjUipm0i,-0.4767,0.0,0.846,0.154
220,CNN,Wed Aug 01 20:05:11 +0000 2018,CNN Exclusive: The TSA is considering eliminating passenger screening at smaller airports https://t.co/KqHGNhPSwR https://t.co/ProGj2ZhJz,0.128,0.103,0.897,0.0
221,CNN,Wed Aug 01 20:01:24 +0000 2018,"RT @CNNnewsroom: ""Politically, it's an attempt to ... draw a line between what (Trump) says on Twitter and official orders that he gives,""…",0.0,0.0,1.0,0.0
222,CNN,Wed Aug 01 20:00:25 +0000 2018,"President Trump downplayed the allegations facing his former campaign chairman, Paul Manafort, by invoking notoriou… https://t.co/KaPr7kuMVv",0.0,0.0,1.0,0.0
223,CNN,Wed Aug 01 19:55:11 +0000 2018,RT @AC360: Tonight on #fullcircle a survivor of Mexico's plane crash joins @AndersonCooper to talk about the terrifying experience and how…,-0.5994,0.097,0.656,0.247
224,CNN,Wed Aug 01 19:54:04 +0000 2018,"""We believe that the investigation should be brought to a close. … Put up or shut up, what do you got?"" President T… https://t.co/BEsYDyJGNF",0.0,0.0,1.0,0.0
225,CNN,Wed Aug 01 19:50:04 +0000 2018,A Florida sheriff defended his decision not to arrest a man who fatally shot another man during a heated argument n… https://t.co/GkXTZrm6n4,-0.6872,0.082,0.647,0.271
226,CNN,Wed Aug 01 19:40:04 +0000 2018,Organizers of the 2018 African Senior Athletics Championships being held in Nigeria have come under fire over poor… https://t.co/LZ8FPHQXqa,0.2023,0.142,0.752,0.106
227,CNN,Wed Aug 01 19:30:56 +0000 2018,"RT @CNNnewsroom: ""I have every doubt those remains are of US military,"" says Mike Logan, the son of a Korean war vet who never returned hom…",-0.7506,0.0,0.782,0.218
228,CNN,Wed Aug 01 19:30:11 +0000 2018,Women in various parts of South Africa have taken to the streets to protest the increasing levels of gender-based v… https://t.co/qA1ASat313,-0.25,0.0,0.909,0.091
229,CNN,Wed Aug 01 19:20:05 +0000 2018,"They were among the most ardent supporters of Brexit, but now some residents of this town are relishing a European… https://t.co/vHkaUpMhXX",0.7708,0.311,0.689,0.0
230,CNN,Wed Aug 01 19:10:07 +0000 2018,"16 of the largest wildfires burning in California have scorched 320,000 acres, authorities say -- an area larger th… https://t.co/afweka9SN3",0.0,0.0,1.0,0.0
231,CNN,Wed Aug 01 19:00:07 +0000 2018,A new poll shows a tight race in the final days of a special election in Ohio https://t.co/V8JqZVieAl https://t.co/y7kjNhl9FA,0.4019,0.153,0.847,0.0
232,CNN,Wed Aug 01 18:50:07 +0000 2018,"Iran is readying a massive military exercise in Persian Gulf, US officials say https://t.co/909tp1Z6V8 https://t.co/wiBLCqcqJ0",0.0,0.0,1.0,0.0
233,CNN,Wed Aug 01 18:40:03 +0000 2018,"Former President Obama just endorsed 81 candidates running in the midterm elections, and his office says he's expec… https://t.co/E3Fl4zpawl",0.25,0.1,0.9,0.0
234,CNN,Wed Aug 01 18:35:28 +0000 2018,Wells Fargo has agreed to pay a $2.09 billion fine for issuing mortgage loans it knew contained incorrect income in… https://t.co/jNOHPXdnWi,0.5423,0.253,0.687,0.06
235,CNN,Wed Aug 01 18:30:19 +0000 2018,"The Federal Reserve is holding interest rates steady, for now https://t.co/rOMrxB4z33 https://t.co/A1D7wNOtwY",0.4588,0.214,0.786,0.0
236,CNN,Wed Aug 01 18:20:12 +0000 2018,Chefs Guy Fieri and José Andrés are doing everything they can to help feed the evacuees and first responders to Cal… https://t.co/ANG3T8jVjJ,0.4019,0.114,0.886,0.0
237,CNN,Wed Aug 01 18:10:06 +0000 2018,A multi-state salmonella outbreak linked to pasta salad sold by Midwestern grocery store chain Hy-Vee has sickened… https://t.co/8MhfypGaIM,0.0,0.0,1.0,0.0
238,CNN,Wed Aug 01 18:04:17 +0000 2018,The US Treasury Department is sanctioning Turkey's ministers of justice and interior in response to the detention o… https://t.co/8tN2FaYO2k,0.4019,0.219,0.675,0.105
239,CNN,Wed Aug 01 18:00:01 +0000 2018,"On a hillside in Vietnam, giant hands extend, holding a new steel bridge that has attracted scores of visitors sinc… https://t.co/yGMEBIh3ti",0.5423,0.209,0.791,0.0
240,CNN,Wed Aug 01 17:50:00 +0000 2018,A 10-year-old named Clark Kent just beat a record that Michael Phelps held for 23 years https://t.co/h8fec2cSss https://t.co/VDKXxfO9ns,0.0,0.0,1.0,0.0
241,CNN,Wed Aug 01 17:44:56 +0000 2018,"“It’s not an order, it’s the President’s opinion,” White House press secretary Sarah Sanders says about President T… https://t.co/TFeqQon1BW",0.0,0.0,1.0,0.0
242,CNN,Wed Aug 01 17:40:00 +0000 2018,Texans can now hitch a ride in this self-driving car as part of a pilot ride-sharing program https://t.co/21LiCE1bKP https://t.co/OT8xjOvzdc,0.0,0.0,1.0,0.0
243,CNN,Wed Aug 01 17:34:02 +0000 2018,"White House press secretary Sarah Sanders is holding a press briefing.

Watch on CNN: https://t.co/UYpqI3w42L 
Live… https://t.co/JPAmXGacvz",0.0,0.0,1.0,0.0
244,CNN,Wed Aug 01 17:32:55 +0000 2018,5 questions that could come up at today's White House press briefing: https://t.co/F7dPYgAi4u https://t.co/Xij2T3iJbI,0.0,0.0,1.0,0.0
245,CNN,Wed Aug 01 17:30:08 +0000 2018,"A plane carrying 103 people crashed, then burned in Mexico and no one died https://t.co/zxwDOalDSg https://t.co/mWAVDZxNo8",-0.7003,0.0,0.691,0.309
246,CNN,Wed Aug 01 17:20:44 +0000 2018,"He lost his home in the California wildfires. But in the ashes, there was a priceless family heirloom.… https://t.co/FZA8bznAi9",-0.3182,0.0,0.881,0.119
247,CNN,Wed Aug 01 17:10:06 +0000 2018,A white police officer in Michigan who says he was taunted by fellow officers when he told them that he was part bl… https://t.co/nSQdPfU7sH,0.0,0.0,1.0,0.0
248,CNN,Wed Aug 01 17:05:01 +0000 2018,"Tesla has successfully positioned itself as the future of automobiles. But in the present, Tesla doesn't make many… https://t.co/wENwlfhKgN",0.4939,0.151,0.849,0.0
249,CNN,Wed Aug 01 17:00:18 +0000 2018,Facebook and Instagram now reveal how much time you spend in each app https://t.co/GLWAJsGHjU https://t.co/RGrNJ5eX4d,0.0,0.0,1.0,0.0
250,CNN,Wed Aug 01 16:50:01 +0000 2018,Women in various parts of South Africa have taken to the streets to protest the increasing levels of gender-based v… https://t.co/e2yXqzHDKn,-0.25,0.0,0.909,0.091
251,CNN,Wed Aug 01 16:44:03 +0000 2018,“I lead a very moderate life. I don’t do anything in excess. I don’t eat food until I get fat and that kind of thin… https://t.co/IF1c4dExrt,0.0,0.0,1.0,0.0
252,CNN,Wed Aug 01 16:42:05 +0000 2018,"The GDP report was great. Now what? Tune in to @CNNMoney's ""Markets Now"" at 12:45 p.m. ET to hear economist Lindsey… https://t.co/VwoJPKFumj",0.6249,0.163,0.837,0.0
253,CNN,Wed Aug 01 16:30:06 +0000 2018,Trump just went there on Jeff Sessions and the Russia investigation | Analysis by @CillizzaCNN… https://t.co/qWwNQiVKWl,0.0,0.0,1.0,0.0
254,CNN,Wed Aug 01 16:20:12 +0000 2018,"Kroger is launching ""Kroger Ship,"" a direct home delivery service, in four cities: Cincinnati, Houston, Louisville,… https://t.co/8sMmgVTBcO",0.0,0.0,1.0,0.0
255,CNN,Wed Aug 01 16:10:07 +0000 2018,"A child's brain repaired itself after a full third of the right hemisphere was surgically removed, rewiring itself… https://t.co/l4Jvv0AuLs",0.0,0.0,1.0,0.0
256,CNN,Wed Aug 01 16:00:09 +0000 2018,The Trump Tower meeting: A timeline https://t.co/gKsDVfaBUH https://t.co/VoiAoV1xKY,0.0,0.0,1.0,0.0
257,CNN,Wed Aug 01 15:50:05 +0000 2018,"With $1,000 in cash and a handwritten apology, a former waitress is trying to make things right after stealing mone… https://t.co/OezH20h6Vn",-0.5423,0.055,0.776,0.169
258,CNN,Wed Aug 01 15:40:08 +0000 2018,"President Trump used an odd example Tuesday night to call for stronger voter ID laws, saying that identification is… https://t.co/E5cRRECoGh",0.0772,0.114,0.786,0.1
259,CNN,Wed Aug 01 15:30:08 +0000 2018,"An average of 200 Nicaraguans a day are applying for asylum in neighboring Costa Rica, overwhelming the nation's im… https://t.co/gIpvSm2Dig",0.0,0.0,1.0,0.0
260,CNN,Wed Aug 01 15:22:02 +0000 2018,A man cheated with someone else's wife and now it'll cost him $8.8 million https://t.co/8Vdw43XwMM https://t.co/vTSQ2xRfBJ,-0.5106,0.0,0.809,0.191
261,CNN,Wed Aug 01 15:10:05 +0000 2018,A bipartisan group of senators is demanding twice-monthly updates on family reunification from the Trump administra… https://t.co/lK0Nok54Vm,-0.2263,0.0,0.888,0.112
262,CNN,Wed Aug 01 15:00:12 +0000 2018,This app works like Tinder -- for female friendships https://t.co/pURh149lOF https://t.co/ILPAEBlsuV,0.6249,0.362,0.638,0.0
263,CNN,Wed Aug 01 14:50:16 +0000 2018,"A top Australian supermarket is dropping plans to charge for plastic bags, saying shoppers have struggled to adjust… https://t.co/guI78f6NNh",-0.1531,0.089,0.792,0.119
264,CNN,Wed Aug 01 14:42:03 +0000 2018,"Apple is this close to $1,000,000,000,000 https://t.co/egELuDwvDr https://t.co/Ogsk6BcZeY",0.0,0.0,1.0,0.0
265,CNN,Wed Aug 01 14:35:00 +0000 2018,"When he noticed a teen with autism was interested in what he was doing, this grocery store worker let him help stoc… https://t.co/cZkwiozAnZ",0.6597,0.213,0.787,0.0
266,CNN,Wed Aug 01 14:24:30 +0000 2018,President Trump calls on Attorney General Jeff Sessions to end special counsel Robert Mueller's investigation of Ru… https://t.co/vgNUlIyhCB,0.4019,0.137,0.863,0.0
267,CNN,Wed Aug 01 14:15:18 +0000 2018,"Cody Wilson fired the first fully 3D printed gun in 2013. Not long after, he posted the blueprint for the weapon to… https://t.co/ETorfONhIu",-0.8158,0.0,0.703,0.297
268,CNN,Wed Aug 01 14:02:00 +0000 2018,"On a hillside in Vietnam, giant hands extend, holding a new steel bridge that has attracted scores of visitors sinc… https://t.co/SUBwF7KOVa",0.5423,0.209,0.791,0.0
269,CNN,Wed Aug 01 13:50:40 +0000 2018,"President Trump says his attorney general, Jeff Sessions, should end special counsel Robert Mueller's investigation… https://t.co/HwIatDbt0j",0.4019,0.153,0.847,0.0
270,CNN,Wed Aug 01 13:40:06 +0000 2018,"The Trump administration is making it easier to obtain coverage through short-term health insurance plans, which do… https://t.co/FKaObm5dWm",0.4215,0.141,0.859,0.0
271,CNN,Wed Aug 01 13:33:01 +0000 2018,One of Australia's largest hotel chains has been fined $2.2 million for trying to prevent negative TripAdvisor revi… https://t.co/3wptwghRST,-0.5574,0.05,0.78,0.17
272,CNN,Wed Aug 01 13:29:31 +0000 2018,Trump isn't everything in the midterms. Local factors will matter too | Analysis by CNN's Harry Enten… https://t.co/uxdGU7k8qQ,0.0258,0.064,0.936,0.0
273,CNN,Wed Aug 01 13:15:32 +0000 2018,"Han Solo's jacket -- the one worn by Harrison Ford in the Star Wars Film ""The Empire Strikes Back"" -- could fetch o… https://t.co/J7ThgKuMQc",-0.8074,0.0,0.717,0.283
274,CNN,Wed Aug 01 13:00:30 +0000 2018,Women in various parts of South Africa have taken to the streets to protest the increasing levels of gender-based v… https://t.co/e1JIYGh2QM,-0.25,0.0,0.909,0.091
275,CNN,Wed Aug 01 12:52:00 +0000 2018,Watch $5.5 million worth of luxury cars get smashed as Philippines President Rodrigo Duterte cracks down on smuggli… https://t.co/dWLeFXwsjX,0.2263,0.095,0.905,0.0
276,CNN,Wed Aug 01 12:39:27 +0000 2018,"Health alert issued for salads and wraps from Kroger, Trader Joe's and Walgreens due to concerns about possible par… https://t.co/kl5rHdYMK6",0.296,0.104,0.896,0.0
277,CNN,Wed Aug 01 12:23:09 +0000 2018,Facebook and Instagram now reveal how much time you spend in each app https://t.co/zk14WaW2eR https://t.co/dnbR2DijLk,0.0,0.0,1.0,0.0
278,CNN,Wed Aug 01 12:13:40 +0000 2018,Democrats' hopes of winning in the South hinge on the suburbs | Analysis by CNN's Ronald Brownstein… https://t.co/JGcbYwIyLY,0.7351,0.292,0.708,0.0
